Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond 1 or 0.,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond 1 or 0.
742,4,4,4,0,4,4,4,0
743,5,5,5,1,5,5,5,1
744,2,2,2,1,2,2,2,1
745,5,5,5,1,5,5,5,1
746,1,1,1,1,1,1,1,1
747,3,3,3,0,3,3,3,0
748,5,5,5,1,5,5,5,1
749,3,3,3,1,3,3,3,1
750,5,5,5,1,5,5,5,1
751,2,2,2,1,2,2,2,1
752,4,4,4,0,4,4,4,0
753,3,3,3,1,3,3,3,1
754,1,1,1,1,1,1,1,1
755,5,5,5,1,5,5,5,1
756,2,2,2,1,2,2,2,1
757,4,4,4,1,4,4,4,1
758,5,5,5,1,5,5,5,1
759,2,2,2,0,2,2,2,0
760,5,5,5,1,5,5,5,1
761,3,3,3,1,3,3,3,1
762,1,1,1,1,1,1,1,1
763,5,5,5,1,5,5,5,1
764,3,3,3,1,3,3,3,1
765,2,2,2,1,2,2,2,1
766,2,2,2,1,2,2,2,1
767,4,4,4,1,4,4,4,1
768,4,4,4,0,4,4,4,0
769,3,3,3,1,3,3,3,1
770,5,5,5,0,5,5,5,0
771,3,3,3,1,3,3,3,1
772,1,1,1,1,1,1,1,1
773,5,5,5,0,5,5,5,0
774,5,5,5,1,5,5,5,1
775,2,2,2,1,2,2,2,1
776,1,1,1,1,1,1,1,1
777,5,5,5,1,5,5,5,1
778,2,2,2,0,2,2,2,0
779,3,3,3,1,3,3,3,1
780,5,5,5,1,5,5,5,1
781,3,3,3,1,3,3,3,1
782,4,4,4,0,4,4,4,0
783,5,5,5,1,5,5,5,1
784,2,2,2,1,2,2,2,1
785,5,5,5,1,5,5,5,1
786,1,1,1,1,1,1,1,1
787,3,3,3,0,3,3,3,0
788,5,5,5,1,5,5,5,1
789,3,3,3,1,3,3,3,1
790,5,5,5,1,5,5,5,1
791,2,2,2,1,2,2,2,1
792,4,4,4,0,4,4,4,0
793,3,3,3,1,3,3,3,1
794,1,1,1,1,1,1,1,1
795,5,5,5,1,5,5,5,1
796,2,2,2,1,2,2,2,1
797,4,4,4,1,4,4,4,1
798,5,5,5,1,5,5,5,1
799,2,2,2,0,2,2,2,0
800,5,5,5,1,5,5,5,1
801,3,3,3,1,3,3,3,1
802,1,1,1,1,1,1,1,1
803,5,5,5,1,5,5,5,1
804,3,3,3,1,3,3,3,1
805,2,2,2,1,2,2,2,1
806,2,2,2,1,2,2,2,1
807,4,4,4,1,4,4,4,1
808,4,4,4,0,4,4,4,0
809,3,3,3,1,3,3,3,1
810,5,5,5,0,5,5,5,0
811,3,3,3,1,3,3,3,1
812,1,1,1,1,1,1,1,1
813,5,5,5,0,5,5,5,0
814,5,5,5,1,5,5,5,1
815,2,2,2,1,2,2,2,1
816,1,1,1,1,1,1,1,1
817,5,5,5,1,5,5,5,1
818,2,2,2,0,2,2,2,0
819,3,3,3,1,3,3,3,1
820,5,5,5,1,5,5,5,1
821,3,3,3,1,3,3,3,1
822,4,4,4,0,4,4,4,0
823,5,5,5,1,5,5,5,1
824,2,2,2,1,2,2,2,1
825,5,5,5,1,5,5,5,1
826,1,1,1,1,1,1,1,1
827,3,3,3,0,3,3,3,0
828,5,5,5,1,5,5,5,1
829,3,3,3,1,3,3,3,1
830,5,5,5,1,5,5,5,1
831,2,2,2,1,2,2,2,1
832,4,4,4,0,4,4,4,0
833,3,3,3,1,3,3,3,1
834,1,1,1,1,1,1,1,1
835,5,5,5,1,5,5,5,1
836,2,2,2,1,2,2,2,1
837,4,4,4,1,4,4,4,1
838,5,5,5,1,5,5,5,1
839,2,2,2,0,2,2,2,0
840,5,5,5,1,5,5,5,1
841,3,3,3,1,3,3,3,1
842,1,1,1,1,1,1,1,1
843,5,5,5,1,5,5,5,1
844,3,3,3,1,3,3,3,1
845,2,2,2,1,2,2,2,1
846,2,2,2,1,2,2,2,1
847,4,4,4,1,4,4,4,1
848,4,4,4,0,4,4,4,0
849,3,3,3,1,3,3,3,1
850,5,5,5,0,5,5,5,0
851,3,3,3,1,3,3,3,1
852,1,1,1,1,1,1,1,1
853,5,5,5,0,5,5,5,0
854,5,5,5,1,5,5,5,1
855,2,2,2,1,2,2,2,1
856,1,1,1,1,1,1,1,1
857,5,5,5,1,5,5,5,1
858,2,2,2,0,2,2,2,0
859,3,3,3,1,3,3,3,1
860,5,5,5,1,5,5,5,1
861,3,3,3,1,3,3,3,1
862,4,4,4,0,4,4,4,0
863,5,5,5,1,5,5,5,1
864,2,2,2,1,2,2,2,1
865,5,5,5,1,5,5,5,1
866,1,1,1,1,1,1,1,1
867,3,3,3,0,3,3,3,0
868,5,5,5,1,5,5,5,1
869,3,3,3,1,3,3,3,1
870,5,5,5,1,5,5,5,1
871,2,2,2,1,2,2,2,1
872,4,4,4,0,4,4,4,0
873,3,3,3,1,3,3,3,1
874,1,1,1,1,1,1,1,1
875,5,5,5,1,5,5,5,1
876,2,2,2,1,2,2,2,1
877,4,4,4,1,4,4,4,1
878,5,5,5,1,5,5,5,1
879,2,2,2,0,2,2,2,0
880,5,5,5,1,5,5,5,1
881,3,3,3,1,3,3,3,1
882,1,1,1,1,1,1,1,1
883,5,5,5,1,5,5,5,1
884,3,3,3,1,3,3,3,1
885,2,2,2,1,2,2,2,1
886,2,2,2,1,2,2,2,1
887,4,4,4,1,4,4,4,1
888,4,4,4,0,4,4,4,0
889,3,3,3,1,3,3,3,1
890,5,5,5,0,5,5,5,0
891,3,3,3,1,3,3,3,1
892,1,1,1,1,1,1,1,1
893,5,5,5,0,5,5,5,0
894,5,5,5,1,5,5,5,1
895,2,2,2,1,2,2,2,1
896,1,1,1,1,1,1,1,1
897,5,5,5,1,5,5,5,1
898,2,2,2,0,2,2,2,0
899,3,3,3,1,3,3,3,1
900,5,5,5,1,5,5,5,1
901,3,3,3,1,3,3,3,1
902,4,4,4,0,4,4,4,0
903,5,5,5,1,5,5,5,1
904,2,2,2,1,2,2,2,1
905,5,5,5,1,5,5,5,1
906,1,1,1,1,1,1,1,1
907,3,3,3,0,3,3,3,0
908,5,5,5,1,5,5,5,1
909,3,3,3,1,3,3,3,1
910,5,5,5,1,5,5,5,1
911,2,2,2,1,2,2,2,1
912,4,4,4,0,4,4,4,0
913,3,3,3,1,3,3,3,1
914,1,1,1,1,1,1,1,1
915,5,5,5,1,5,5,5,1
916,2,2,2,1,2,2,2,1
917,4,4,4,1,4,4,4,1
918,5,5,5,1,5,5,5,1
919,2,2,2,0,2,2,2,0
920,5,5,5,1,5,5,5,1
921,3,3,3,1,3,3,3,1
922,1,1,1,1,1,1,1,1
923,5,5,5,1,5,5,5,1
924,3,3,3,1,3,3,3,1
925,2,2,2,1,2,2,2,1
926,2,2,2,1,2,2,2,1
927,4,4,4,1,4,4,4,1
928,4,4,4,0,4,4,4,0
929,3,3,3,1,3,3,3,1
930,5,5,5,0,5,5,5,0
931,3,3,3,1,3,3,3,1
932,1,1,1,1,1,1,1,1
933,5,5,5,0,5,5,5,0
934,5,5,5,1,5,5,5,1
935,2,2,2,1,2,2,2,1
936,1,1,1,1,1,1,1,1
937,5,5,5,1,5,5,5,1
938,2,2,2,0,2,2,2,0
939,3,3,3,1,3,3,3,1
940,5,5,5,1,5,5,5,1
941,3,3,3,1,3,3,3,1
942,4,4,4,0,4,4,4,0
943,5,5,5,1,5,5,5,1
944,2,2,2,1,2,2,2,1
945,5,5,5,1,5,5,5,1
946,1,1,1,1,1,1,1,1
947,3,3,3,0,3,3,3,0
948,5,5,5,1,5,5,5,1
949,3,3,3,1,3,3,3,1
950,5,5,5,1,5,5,5,1
951,2,2,2,1,2,2,2,1
952,4,4,4,0,4,4,4,0
953,3,3,3,1,3,3,3,1
954,1,1,1,1,1,1,1,1
955,5,5,5,1,5,5,5,1
956,2,2,2,1,2,2,2,1
957,4,4,4,1,4,4,4,1
958,5,5,5,1,5,5,5,1
959,2,2,2,0,2,2,2,0
960,5,5,5,1,5,5,5,1
961,3,3,3,1,3,3,3,1
962,1,1,1,1,1,1,1,1
963,5,5,5,1,5,5,5,1
964,3,3,3,1,3,3,3,1
965,2,2,2,1,2,2,2,1
966,2,2,2,1,2,2,2,1
967,4,4,4,1,4,4,4,1
968,4,4,4,0,4,4,4,0
969,3,3,3,1,3,3,3,1
970,5,5,5,0,5,5,5,0
971,3,3,3,1,3,3,3,1
972,1,1,1,1,1,1,1,1
973,5,5,5,0,5,5,5,0
974,5,5,5,1,5,5,5,1
975,2,2,2,1,2,2,2,1
976,1,1,1,1,1,1,1,1
977,5,5,5,1,5,5,5,1
978,2,2,2,0,2,2,2,0
979,3,3,3,1,3,3,3,1
980,5,5,5,1,5,5,5,1
981,3,3,3,1,3,3,3,1
982,4,4,4,0,4,4,4,0
983,5,5,5,1,5,5,5,1
984,2,2,2,1,2,2,2,1
985,5,5,5,1,5,5,5,1
986,1,1,1,1,1,1,1,1
987,3,3,3,0,3,3,3,0
988,5,5,5,1,5,5,5,1
989,3,3,3,1,3,3,3,1
990,5,5,5,1,5,5,5,1
991,2,2,2,1,2,2,2,1
992,4,4,4,0,4,4,4,0
993,3,3,3,1,3,3,3,1
994,1,1,1,1,1,1,1,1
995,5,5,5,1,5,5,5,1
996,2,2,2,1,2,2,2,1
997,4,4,4,1,4,4,4,1
998,5,5,5,1,5,5,5,1
999,2,2,2,0,2,2,2,0
1000,5,5,5,1,5,5,5,1
1001,3,3,3,1,3,3,3,1
1002,1,1,1,1,1,1,1,1
1003,5,5,5,1,5,5,5,1
1004,3,3,3,1,3,3,3,1
1005,2,2,2,1,2,2,2,1
1006,2,2,2,1,2,2,2,1
1007,4,4,4,1,4,4,4,1
1008,4,4,4,0,4,4,4,0
1009,3,3,3,1,3,3,3,1
1010,5,5,5,0,5,5,5,0
1011,3,3,3,1,3,3,3,1
1012,1,1,1,1,1,1,1,1
1013,5,5,5,0,5,5,5,0
1014,5,5,5,1,5,5,5,1
1015,2,2,2,1,2,2,2,1
1016,1,1,1,1,1,1,1,1
1017,5,5,5,1,5,5,5,1
1018,2,2,2,0,2,2,2,0
1019,3,3,3,1,3,3,3,1
1020,3,5,5,1,,5,5,1
1021,3,3,3,1,,3,3,1
1022,3,4,4,0,,4,4,0
1023,3,5,5,1,,5,5,1
1024,3,2,2,1,,2,2,1
1025,3,5,5,1,,5,5,1
1026,3,1,1,1,,1,1,1
1027,3,3,3,0,,3,3,0
1028,3,5,5,1,,5,5,1
1029,3,3,3,1,,3,3,1
1030,3,5,5,1,,5,5,1
1031,3,2,2,1,,2,2,1
1032,3,4,4,0,,4,4,0
1033,3,3,3,1,,3,3,1
1034,3,1,1,1,,1,1,1
1035,3,5,5,1,,5,5,1
1036,3,2,2,1,,2,2,1
1037,3,4,4,1,,4,4,1
1038,3,5,5,1,,5,5,1
1039,3,2,2,0,,2,2,0
1040,3,5,5,1,,5,5,1
1041,3,3,3,1,,3,3,1
1042,3,1,1,1,,1,1,1
1043,5,5,5,1,5,5,5,1
1044,3,3,3,1,3,3,3,1
1045,4,2,2,1,4,2,2,1
1046,5,2,2,1,5,2,2,1
1047,2,4,4,1,2,4,4,1
1048,5,4,4,0,5,4,4,0
1049,1,3,3,1,1,3,3,1
1050,3,5,5,0,3,5,5,0
1051,5,3,3,1,5,3,3,1
1052,3,1,1,1,3,1,1,1
1053,5,5,5,0,5,5,5,0
1054,2,5,5,1,2,5,5,1
1055,4,2,2,1,4,2,2,1
1056,3,1,1,1,3,1,1,1
1057,1,5,5,1,1,5,5,1
1058,5,2,2,0,5,2,2,0
1059,2,3,3,1,2,3,3,1
1060,4,3,3,1,4,,,1
1061,5,5,5,1,5,5,5,1
1062,2,3,3,0,2,3,3,0
1063,5,4,4,1,5,4,4,1
1064,3,5,5,1,3,5,5,1
1065,1,2,2,1,1,2,2,1
1066,5,5,5,1,5,5,5,1
1067,3,1,1,0,3,1,1,0
1068,2,3,3,1,2,3,3,1
1069,2,5,5,1,2,5,5,1
1070,4,3,3,1,4,3,3,1
1071,4,5,5,1,4,5,5,1
1072,3,2,2,0,3,2,2,0
1073,5,4,4,1,5,4,4,1
1074,3,3,3,1,3,3,3,1
1075,1,1,1,1,1,1,1,1
1076,5,5,5,1,5,5,5,1
1077,5,2,2,1,5,2,2,1
1078,2,4,4,1,2,4,4,1
1079,1,5,5,0,1,5,5,0
1080,5,2,2,1,5,2,2,1
1081,2,5,5,1,2,5,5,1
1082,3,3,3,1,3,3,3,1
1083,5,1,1,1,5,1,1,1
1084,3,5,5,1,3,5,5,1
1085,4,3,3,1,4,3,3,1
1086,5,2,2,1,5,2,2,1
1087,2,2,2,1,2,2,2,1
1088,5,4,4,0,5,4,4,0
1089,1,4,4,1,1,4,4,1
1090,3,3,3,0,3,3,3,0
1091,5,5,5,1,5,5,5,1
1092,3,3,3,1,3,3,3,1
1093,5,1,1,0,5,1,1,0
1094,2,5,5,1,2,5,5,1
1095,4,5,5,1,4,5,5,1
1096,3,2,2,1,3,2,2,1
1097,1,1,1,1,1,1,1,1
1098,5,5,5,0,5,5,5,0
1099,2,2,2,1,2,2,2,1
1100,4,3,3,1,4,3,3,1
1101,5,5,5,1,5,5,5,1
1102,2,3,3,0,2,3,3,0
1103,5,4,4,1,5,4,4,1
1104,3,5,5,1,3,5,5,1
1105,1,2,2,1,1,2,2,1
1106,5,5,5,1,5,5,5,1
1107,3,1,1,0,3,1,1,0
1108,2,3,3,1,2,3,3,1
1109,2,5,5,1,2,5,5,1
1110,4,3,3,1,4,3,3,1
1111,4,5,5,1,4,5,5,1
1112,3,2,2,0,3,2,2,0
1113,5,4,4,1,5,4,4,1
1114,3,3,3,1,3,3,3,1
1115,1,1,1,1,1,1,1,1
1116,5,5,5,1,5,5,5,1
1117,5,2,2,1,5,2,2,1
1118,2,4,4,1,2,4,4,1
1119,1,5,5,0,1,5,5,0
1120,5,2,2,1,5,2,2,1
1121,2,5,5,1,2,5,5,1
1122,3,3,3,1,3,3,3,1
1123,5,1,1,1,5,1,1,1
1124,3,5,5,1,3,5,5,1
1125,4,3,3,1,4,3,3,1
1126,5,2,2,1,5,2,2,1
1127,2,2,2,1,2,2,2,1
1128,5,4,4,0,5,4,4,0
1129,1,4,4,1,1,4,4,1
1130,3,3,3,0,3,3,3,0
1131,5,5,5,1,5,5,5,1
1132,3,3,3,1,3,3,3,1
1133,5,1,1,0,5,1,1,0
1134,2,5,5,1,2,5,5,1
1135,4,5,5,1,4,5,5,1
1136,3,2,2,1,3,2,2,1
1137,1,1,1,1,1,1,1,1
1138,5,5,5,0,5,5,5,0
1139,2,2,2,1,2,2,2,1
1140,4,3,3,1,4,3,3,1
1141,5,5,5,1,5,5,5,1
1142,2,3,3,0,2,3,3,0
1143,5,4,4,1,5,4,4,1
1144,3,5,5,1,3,5,5,1
1145,1,2,2,1,1,2,2,1
1146,5,5,5,1,5,5,5,1
1147,3,1,1,0,3,1,1,0
1148,2,3,3,1,2,3,3,1
1149,2,5,5,1,2,5,5,1
1150,4,3,3,1,4,3,3,1
1151,4,5,5,1,4,5,5,1
1152,3,2,2,0,3,2,2,0
1153,5,4,4,1,5,4,4,1
1154,3,3,3,1,3,3,3,1
1155,1,1,1,1,1,1,1,1
1156,5,5,5,1,5,5,5,1
1157,5,2,2,1,5,2,2,1
1158,2,4,4,1,2,4,4,1
1159,1,5,5,0,1,5,5,0
1160,5,2,2,1,5,2,2,1
1161,2,5,5,1,2,5,5,1
1162,3,3,3,1,3,3,3,1
1163,5,1,1,1,5,1,1,1
1164,3,5,5,1,3,5,5,1
1165,4,3,3,1,4,3,3,1
1166,5,2,2,1,5,2,2,1
1167,2,2,2,1,2,2,2,1
1168,5,4,4,0,5,4,4,0
1169,1,4,4,1,1,4,4,1
1170,3,3,3,0,3,3,3,0
1171,5,5,5,1,5,5,5,1
1172,3,3,3,1,3,3,3,1
1173,5,1,1,0,5,1,1,0
1174,2,5,5,1,2,5,5,1
1175,4,5,5,1,4,5,5,1
1176,3,2,2,1,3,2,2,1
1177,1,1,1,1,1,1,1,1
1178,5,5,5,0,5,5,5,0
1179,2,2,2,1,2,2,2,1
1180,4,3,3,1,4,3,3,1
1181,5,5,5,1,5,5,5,1
1182,2,3,3,0,2,3,3,0
1183,5,4,4,1,5,4,4,1
1184,3,5,5,1,3,5,5,1
1185,1,2,2,1,1,2,2,1
1186,5,5,5,1,5,5,5,1
1187,3,1,1,0,3,1,1,0
1188,2,3,3,1,2,3,3,1
1189,2,5,5,1,2,5,5,1
1190,4,3,3,1,4,3,3,1
1191,4,5,5,1,4,5,5,1
1192,3,2,2,0,3,2,2,0
1193,5,4,4,1,5,4,4,1
1194,3,3,3,1,3,3,3,1
1195,1,1,1,1,1,1,1,1
1196,5,5,5,1,5,5,5,1
1197,5,2,2,1,5,2,2,1
1198,2,4,4,1,2,4,4,1
1199,1,5,5,0,1,5,5,0
1200,5,2,2,1,5,2,2,1
1201,2,5,5,1,2,5,5,
1202,3,3,3,1,3,3,3,
1203,3,1,1,1,,1,1,1
1204,5,5,5,1,5,5,5,1
1205,3,3,3,1,3,3,3,1
1206,4,2,2,1,4,2,2,1
1207,5,2,2,1,5,2,2,1
1208,2,4,4,1,2,4,4,1
1209,5,4,4,1,5,4,4,1
1210,1,3,3,0,1,3,3,0
1211,3,5,5,1,3,5,5,1
1212,5,3,3,0,5,3,3,0
1213,3,1,1,1,3,1,1,1
1214,5,5,5,1,5,5,5,1
1215,2,5,5,0,2,5,5,0
1216,4,2,2,1,4,2,2,1
1217,3,1,1,1,3,1,1,1
1218,1,5,5,1,1,5,5,1
1219,5,2,2,1,5,2,2,1
1220,2,3,3,0,2,3,3,0
1221,4,3,3,1,4,,,1
1222,5,3,3,1,5,,,1
1223,2,3,3,1,2,,,1
1224,5,3,3,0,5,,,0
1225,3,3,3,1,3,,,1
1226,1,3,3,1,1,,,1
1227,5,3,3,1,5,,,1
1228,3,3,3,1,3,,,1
1229,2,3,3,0,2,,,0
1230,2,3,3,1,2,,,1
1231,4,3,3,1,4,,,1
1232,4,3,3,1,4,,,1
1233,3,3,5,1,3,,5,1
1234,5,3,3,0,5,,3,0
1235,3,5,4,1,3,5,4,1
1236,1,3,5,1,1,3,5,1
1237,5,4,2,1,5,4,2,1
1238,5,5,5,1,5,5,5,1
1239,2,2,1,1,2,2,1,1
1240,1,5,3,1,1,5,3,1
1241,5,1,5,0,5,1,5,0
1242,2,3,3,1,2,3,3,1
1243,3,5,5,1,3,5,5,1
1244,5,3,2,1,5,3,2,1
1245,3,5,4,1,3,5,4,1
1246,4,2,3,1,4,2,3,1
1247,5,4,1,1,5,4,1,1
1248,2,3,5,1,2,3,5,1
1249,5,1,2,1,5,1,2,1
1250,1,5,4,0,1,5,4,0
1251,3,2,5,1,3,2,5,1
1252,5,4,2,0,5,4,2,0
1253,3,5,5,1,3,5,5,1
1254,5,2,3,1,5,2,3,1
1255,2,5,1,0,2,5,1,0
1256,4,3,5,1,4,3,5,1
1257,3,1,3,1,3,1,3,1
1258,1,5,2,1,1,5,2,1
1259,5,3,2,1,5,3,2,1
1260,2,2,4,0,2,2,4,0
1261,4,2,4,1,4,2,4,1
1262,5,4,3,1,5,4,3,1
1263,2,4,5,1,2,4,5,1
1264,5,3,3,0,5,3,3,0
1265,3,5,1,1,3,5,1,1
1266,1,3,5,1,1,3,5,1
1267,5,1,5,1,5,1,5,1
1268,3,5,2,1,3,5,2,1
1269,2,5,1,0,2,5,1,0
1270,2,2,5,1,2,2,5,1
1271,4,1,2,1,4,1,2,1
1272,4,5,3,1,4,5,3,1
1273,3,2,5,1,3,2,5,1
1274,5,3,3,0,5,3,3,0
1275,3,5,4,1,3,5,4,1
1276,1,3,5,1,1,3,5,1
1277,5,4,2,1,5,4,2,1
1278,5,5,5,1,5,5,5,1
1279,2,2,1,1,2,2,1,1
1280,1,5,3,1,1,5,3,1
1281,5,1,5,0,5,1,5,0
1282,2,3,3,1,2,3,3,1
1283,3,5,5,1,3,5,5,1
1284,5,3,2,1,5,3,2,1
1285,3,5,4,1,3,5,4,1
1286,4,2,3,1,4,2,3,1
1287,5,4,1,1,5,4,1,1
1288,2,3,5,1,2,3,5,1
1289,5,1,2,1,5,1,2,1
1290,1,5,4,0,1,5,4,0
1291,3,2,5,1,3,2,5,1
1292,5,4,2,0,5,4,2,0
1293,3,5,5,1,3,5,5,1
1294,5,2,3,1,5,2,3,1
1295,2,5,1,0,2,5,1,0
1296,4,3,5,1,4,3,5,1
1297,3,1,3,1,3,1,3,1
1298,1,5,2,1,1,5,2,1
1299,5,3,2,1,5,3,2,1
1300,2,2,4,0,2,2,4,0
1301,4,2,4,1,4,2,4,1
1302,5,4,3,1,5,4,3,1
1303,2,4,5,1,2,4,5,1
1304,5,3,3,0,5,3,3,0
1305,3,5,1,1,3,5,1,1
1306,1,3,5,1,1,3,5,1
1307,5,1,5,1,5,1,5,1
1308,3,5,2,1,3,5,2,1
1309,2,5,1,0,2,5,1,0
1310,2,2,5,1,2,2,5,1
1311,4,1,2,1,4,1,2,1
1312,4,5,3,1,4,5,3,1
1313,3,2,5,1,3,2,5,1
1314,5,3,3,0,5,3,3,0
1315,3,5,4,1,3,5,4,1
1316,1,3,5,1,1,3,5,1
1317,5,4,2,1,5,4,2,1
1318,5,5,5,1,5,5,5,1
1319,2,2,1,1,2,2,1,1
1320,1,5,3,1,1,5,3,1
1321,5,1,5,0,5,1,5,0
1322,2,3,3,1,2,3,3,1
1323,3,5,5,1,3,5,5,1
1324,5,3,2,1,5,3,2,1
1325,3,5,4,1,3,5,4,1
1326,4,2,3,1,4,2,3,1
1327,5,4,1,1,5,4,1,1
1328,2,3,5,1,2,3,5,1
1329,5,1,2,1,5,1,2,1
1330,1,5,4,0,1,5,4,0
1331,3,2,5,1,3,2,5,1
1332,5,4,2,0,5,4,2,0
1333,3,5,5,1,3,5,5,1
1334,5,2,3,1,5,2,3,1
1335,2,5,1,0,2,5,1,0
1336,4,3,5,1,4,3,5,1
1337,3,1,3,1,3,1,3,1
1338,1,5,2,1,1,5,2,1
1339,5,3,2,1,5,3,2,1
1340,2,2,4,0,2,2,4,0
1341,4,2,4,1,4,2,4,1
1342,5,4,3,1,5,4,3,1
1343,2,4,5,1,2,4,5,1
1344,5,3,3,0,5,3,3,0
1345,3,5,1,1,3,5,1,1
1346,1,3,5,1,1,3,5,1
1347,5,1,5,1,5,1,5,1
1348,3,5,2,1,3,5,2,1
1349,2,5,1,0,2,5,1,0
1350,2,2,5,1,2,2,5,1
1351,4,1,2,1,4,1,2,1
1352,4,5,3,1,4,5,3,1
1353,3,2,5,1,3,2,5,1
1354,5,3,3,0,5,3,3,0
1355,3,5,4,1,3,5,4,1
1356,1,3,5,1,1,3,5,1
1357,5,4,2,1,5,4,2,1
1358,5,5,5,1,5,5,5,1
1359,2,2,1,1,2,2,1,1
1360,1,5,3,1,1,5,3,1
1361,5,1,5,0,5,1,5,0
1362,2,3,3,1,2,3,3,1
1363,3,5,5,1,3,5,5,1
1364,3,3,2,1,,3,2,1
1365,5,5,4,1,5,5,4,1
1366,3,2,3,1,3,2,3,1
1367,4,4,1,1,4,4,1,1
1368,5,3,5,1,5,3,5,1
1369,2,1,2,1,2,1,2,1
1370,5,5,4,0,5,5,4,0
1371,1,2,5,1,1,2,5,1
1372,3,4,2,0,3,4,2,0
1373,5,5,5,1,5,5,5,1
1374,3,2,3,1,3,2,3,1
1375,5,5,1,0,5,5,1,0
1376,2,3,5,1,2,3,5,1
1377,4,1,3,1,4,1,3,1
1378,3,5,2,1,3,5,2,1
1379,1,3,2,1,1,3,2,1
1380,5,2,4,0,5,2,4,0
1381,2,2,4,1,2,2,4,1
1382,4,4,3,1,4,4,3,1
1383,5,4,5,1,5,4,5,1
1384,2,3,3,0,2,3,3,0
1385,5,5,1,1,5,5,1,1
1386,3,3,5,1,3,3,5,1
1387,1,1,5,1,1,1,5,1
1388,5,5,2,1,5,5,2,1
1389,3,5,1,0,3,5,1,0
1390,2,2,5,1,2,2,5,1
1391,2,1,2,1,2,1,2,1
1392,4,5,3,1,4,5,3,1
1393,4,2,3,1,4,2,,1
1394,3,3,3,0,3,3,,0
1395,5,3,3,1,5,,,1
1396,3,3,3,1,3,,,1
1397,1,3,3,1,1,,,1
1398,5,3,4,1,5,3,4,1
1399,3,4,3,1,3,4,3,1
1400,4,5,2,1,4,5,2,1
1401,5,3,4,0,5,3,4,0
1402,2,5,1,1,2,5,1,1
1403,5,2,5,1,5,2,5,1
1404,1,4,3,1,1,4,3,1
1405,3,3,2,1,3,3,2,1
1406,5,1,3,1,5,1,3,1
1407,3,5,3,1,3,5,3,1
1408,5,3,4,1,5,3,4,1
1409,2,2,5,1,2,2,5,1
1410,4,5,3,0,4,5,3,0
1411,3,4,2,1,3,4,2,1
1412,1,5,1,0,1,5,1,0
1413,5,4,5,1,5,4,5,1
1414,2,2,4,1,2,2,4,1
1415,4,5,4,0,4,5,4,0
1416,5,1,5,1,5,1,5,1
1417,2,4,4,1,2,4,4,1
1418,5,5,1,1,5,5,1,1
1419,3,3,3,1,3,3,3,1
1420,1,5,5,0,1,5,5,0
1421,5,4,4,1,5,4,4,1
1422,3,3,2,1,3,3,2,1
1423,2,3,4,1,2,3,4,1
1424,2,2,3,0,2,2,3,0
1425,4,5,4,1,4,5,4,1
1426,4,1,2,1,4,1,2,1
1427,3,4,5,1,3,4,5,1
1428,5,5,4,1,5,5,4,1
1429,3,3,4,0,3,3,4,0
1430,1,2,5,1,1,2,5,1
1431,5,5,1,1,5,5,1,1
1432,5,1,2,1,5,1,2,1
1433,2,3,3,1,2,3,3,1
1434,1,5,4,0,1,5,4,0
1435,5,4,3,1,5,4,3,1
1436,2,2,4,1,2,2,4,1
1437,3,3,2,1,3,3,2,1
1438,5,5,5,1,5,5,5,1
1439,3,3,3,1,3,3,3,1
1440,4,4,4,1,4,4,4,1
1441,5,5,5,0,5,5,5,0
1442,2,2,2,1,2,2,2,1
1443,5,5,5,1,5,5,5,1
1444,1,1,1,1,1,1,1,1
1445,3,3,3,1,3,3,3,1
1446,5,5,5,1,5,5,5,1
1447,3,3,3,1,3,3,3,1
1448,5,5,5,1,5,5,5,1
1449,2,2,2,1,2,2,2,1
1450,4,4,4,0,4,4,4,0
1451,3,3,3,1,3,3,3,1
1452,1,1,1,0,1,1,1,0
1453,5,5,5,1,5,5,5,1
1454,2,2,2,1,2,2,2,1
1455,4,4,4,0,4,4,4,0
1456,5,5,5,1,5,5,5,1
1457,2,2,2,1,2,2,2,1
1458,5,5,5,1,5,5,5,1
1459,3,3,3,1,3,3,3,1
1460,1,1,1,0,1,1,1,0
1461,5,5,5,1,5,5,5,1
1462,3,3,3,1,3,3,3,1
1463,2,2,2,1,2,2,2,1
1464,2,2,2,0,2,2,2,0
1465,4,4,4,1,4,4,4,1
1466,4,4,4,1,4,4,4,1
1467,3,3,3,1,3,3,3,1
1468,5,5,5,1,5,5,5,1
1469,3,3,3,0,3,3,3,0
1470,1,1,1,1,1,1,1,1
1471,5,5,5,1,5,5,5,1
1472,5,5,5,1,5,5,5,1
1473,2,2,2,1,2,2,2,1
1474,1,1,1,0,1,1,1,0
1475,5,5,5,1,5,5,5,1
